instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
302,10/29/2011,4,0,10,0,6,0,3,14,14,0.8825,0.351371,57,570,18.64
303,10/30/2011,4,0,10,0,0,0,1,14,14,0.62375,0.176617,885,2446,18.64
304,10/31/2011,4,0,10,0,1,1,1,14,14,0.703333,0.10635,362,3307,18.64
305,11/1/2011,4,0,11,0,2,1,1,14,14,0.68375,0.135571,410,3658,18.64
306,11/2/2011,4,0,11,0,3,1,1,14,14,0.71875,0.0820917,370,3816,18.64
307,11/3/2011,4,0,11,0,4,1,1,14,14,0.702083,0.136817,318,3656,18.64
308,11/4/2011,4,0,11,0,5,1,2,14,14,0.6225,0.271779,470,3576,18.64
309,11/5/2011,4,0,11,0,6,0,1,14,14,0.519167,0.189062,1156,2770,18.64
310,11/6/2011,4,0,11,0,0,0,1,14,14,0.734583,0.0920542,952,2697,18.64
311,11/7/2011,4,0,11,0,1,1,1,14,14,0.75875,0.057225,373,3662,18.64
312,11/8/2011,4,0,11,0,2,1,1,14,14,0.721667,0.0690375,376,3829,18.64
313,11/9/2011,4,0,11,0,3,1,1,14,14,0.758333,0.0621958,305,3804,18.64
314,11/10/2011,4,0,11,0,4,1,2,14,14,0.813333,0.189067,190,2743,18.64
315,11/11/2011,4,0,11,1,5,0,1,14,14,0.44625,0.314675,440,2928,18.64
316,11/12/2011,4,0,11,0,6,0,1,14,14,0.552917,0.212062,1275,2792,18.64
317,11/13/2011,4,0,11,0,0,0,1,14,14,0.458333,0.281721,1004,2713,18.64
318,11/14/2011,4,0,11,0,1,1,1,14,14,0.587083,0.306596,595,3891,18.64
319,11/15/2011,4,0,11,0,2,1,2,14,14,0.68875,0.199633,449,3746,18.64
320,11/16/2011,4,0,11,0,3,1,3,14,14,0.93,0.136829,145,1672,18.64
321,11/17/2011,4,0,11,0,4,1,2,14,14,0.575833,0.305362,139,2914,18.64
322,11/18/2011,4,0,11,0,5,1,1,14,14,0.41,0.168533,245,3147,18.64
323,11/19/2011,4,0,11,0,6,0,1,14,14,0.502083,0.224496,943,2720,18.64
324,11/20/2011,4,0,11,0,0,0,2,14,14,0.684583,0.18595,787,2733,18.64
325,11/21/2011,4,0,11,0,1,1,3,14,14,0.91,0.138054,220,2545,18.64
326,11/22/2011,4,0,11,0,2,1,3,14,14,0.9625,0.118792,69,1538,18.64
327,11/23/2011,4,0,11,0,3,1,2,14,14,0.757917,0.335825,112,2454,18.64
328,11/24/2011,4,0,11,1,4,0,1,14,14,0.549167,0.167304,560,935,18.64
329,11/25/2011,4,0,11,0,5,1,1,14,14,0.64375,0.0988958,1095,1697,18.64
330,11/26/2011,4,0,11,0,6,0,1,14,14,0.681667,0.0684208,1249,1819,18.64
331,11/27/2011,4,0,11,0,0,0,1,14,14,0.698333,0.208954,810,2261,18.64
332,11/28/2011,4,0,11,0,1,1,1,14,14,0.743043,0.142122,253,3614,18.64
333,11/29/2011,4,0,11,0,2,1,2,14,14,0.830833,0.258092,96,2818,18.64
334,11/30/2011,4,0,11,0,3,1,1,14,14,0.613333,0.271158,188,3425,18.64
335,12/1/2011,4,0,12,0,4,1,1,14,14,0.524583,0.220158,182,3545,18.64
336,12/2/2011,4,0,12,0,5,1,1,14,14,0.625833,0.100754,268,3672,18.64
337,12/3/2011,4,0,12,0,6,0,1,14,14,0.612917,0.0957833,706,2908,18.64
338,12/4/2011,4,0,12,0,0,0,1,14,14,0.775833,0.0839583,634,2851,18.64
339,12/5/2011,4,0,12,0,1,1,2,14,14,0.827083,0.0622083,233,3578,18.64
340,12/6/2011,4,0,12,0,2,1,3,14,14,0.949583,0.232583,126,2468,18.64
341,12/7/2011,4,0,12,0,3,1,3,14,14,0.970417,0.266175,50,655,18.64
342,12/8/2011,4,0,12,0,4,1,1,14,14,0.58,0.240058,150,3172,18.64
343,12/9/2011,4,0,12,0,5,1,1,14,14,0.695833,0.0827167,261,3359,18.64
344,12/10/2011,4,0,12,0,6,0,1,14,14,0.5075,0.233221,502,2688,18.64
345,12/11/2011,4,0,12,0,0,0,1,14,14,0.49,0.0665417,377,2366,18.64
346,12/12/2011,4,0,12,0,1,1,1,14,14,0.670833,0.06345,143,3167,18.64
347,12/13/2011,4,0,12,0,2,1,1,14,14,0.59,0.14055,155,3368,18.64
348,12/14/2011,4,0,12,0,3,1,2,14,14,0.66375,0.0609583,178,3562,18.64
349,12/15/2011,4,0,12,0,4,1,2,14,14,0.634167,0.268042,181,3528,18.64
350,12/16/2011,4,0,12,0,5,1,2,14,14,0.500417,0.260575,178,3399,18.64
351,12/17/2011,4,0,12,0,6,0,2,14,14,0.560833,0.243167,275,2464,18.64
352,12/18/2011,4,0,12,0,0,0,1,14,14,0.58625,0.169779,220,2211,18.64
353,12/19/2011,4,0,12,0,1,1,1,14,14,0.6375,0.172896,260,3143,18.64
354,12/20/2011,4,0,12,0,2,1,2,14,14,0.595417,0.0615708,216,3534,18.64
355,12/21/2011,1,0,12,0,3,1,2,14,14,0.858333,0.2214,107,2553,18.64
356,12/22/2011,1,0,12,0,4,1,2,14,14,0.7575,0.047275,227,2841,18.64
357,12/23/2011,1,0,12,0,5,1,1,14,14,0.68625,0.274246,163,2046,18.64
358,12/24/2011,1,0,12,0,6,0,1,14,14,0.5425,0.190304,155,856,18.64
359,12/25/2011,1,0,12,0,0,0,1,14,14,0.681304,0.155091,303,451,18.64
360,12/26/2011,1,0,12,1,1,0,1,14,14,0.506957,0.239465,430,887,18.64
361,12/27/2011,1,0,12,0,2,1,2,14,14,0.7625,0.18845,103,1059,18.64
362,12/28/2011,1,0,12,0,3,1,1,14,14,0.503913,0.293961,255,2047,18.64
363,12/29/2011,1,0,12,0,4,1,1,14,14,0.574167,0.119412,254,2169,18.64
364,12/30/2011,1,0,12,0,5,1,1,14,14,0.636667,0.134337,491,2508,18.64
365,12/31/2011,1,0,12,0,6,0,1,14,14,0.615833,0.220154,665,1820,18.64
366,1/1/2012,1,1,1,0,0,0,1,14,14,0.6925,0.192167,686,1608,18.64
367,1/2/2012,1,1,1,1,1,0,1,14,14,0.381304,0.329665,244,1707,18.64
368,1/3/2012,1,1,1,0,2,1,1,14,14,0.44125,0.365671,89,2147,18.64
369,1/4/2012,1,1,1,0,3,1,2,14,14,0.414583,0.1847,95,2273,18.64
370,1/5/2012,1,1,1,0,4,1,1,14,14,0.524167,0.129987,140,3132,18.64
371,1/6/2012,1,1,1,0,5,1,1,14,14,0.542083,0.167908,307,3791,18.64
372,1/7/2012,1,1,1,0,6,0,1,14,14,0.531667,0.174758,1070,3451,18.64
373,1/8/2012,1,1,1,0,0,0,1,14,14,0.465,0.191542,599,2826,18.64
374,1/9/2012,1,1,1,0,1,1,2,14,14,0.701667,0.0989,106,2270,18.64
375,1/10/2012,1,1,1,0,2,1,1,14,14,0.646522,0.187552,173,3425,18.64
376,1/11/2012,1,1,1,0,3,1,2,14,14,0.8475,0.131221,92,2085,18.64
377,1/12/2012,1,1,1,0,4,1,2,14,14,0.802917,0.180967,269,3828,18.64
378,1/13/2012,1,1,1,0,5,1,1,14,14,0.5075,0.378108,174,3040,18.64
379,1/14/2012,1,1,1,0,6,0,1,14,14,0.4575,0.187183,333,2160,18.64
380,1/15/2012,1,1,1,0,0,0,1,14,14,0.419167,0.251258,284,2027,18.64
381,1/16/2012,1,1,1,1,1,0,1,14,14,0.5225,0.231358,217,2081,18.64
382,1/17/2012,1,1,1,0,2,1,2,14,14,0.716087,0.34913,127,2808,18.64
383,1/18/2012,1,1,1,0,3,1,1,14,14,0.443333,0.415429,109,3267,18.64
384,1/19/2012,1,1,1,0,4,1,1,14,14,0.4975,0.220158,130,3162,18.64
385,1/20/2012,1,1,1,0,5,1,2,14,14,0.45,0.20275,115,3048,18.64
386,1/21/2012,1,1,1,0,6,0,2,14,14,0.83125,0.222642,67,1234,18.64
387,1/22/2012,1,1,1,0,0,0,2,14,14,0.79625,0.199638,196,1781,18.64
388,1/23/2012,1,1,1,0,1,1,2,14,14,0.91125,0.110708,145,2287,18.64
389,1/24/2012,1,1,1,0,2,1,1,14,14,0.835833,0.123767,439,3900,18.64
390,1/25/2012,1,1,1,0,3,1,1,14,14,0.64375,0.161071,467,3803,18.64
391,1/26/2012,1,1,1,0,4,1,2,14,14,0.769583,0.0733958,244,3831,18.64
392,1/27/2012,1,1,1,0,5,1,2,14,14,0.74125,0.342667,269,3187,18.64
393,1/28/2012,1,1,1,0,6,0,1,14,14,0.543333,0.210829,775,3248,18.64
394,1/29/2012,1,1,1,0,0,0,1,14,14,0.31125,0.24005,558,2685,18.64
395,1/30/2012,1,1,1,0,1,1,1,14,14,0.400833,0.215792,126,3498,18.64
396,1/31/2012,1,1,1,0,2,1,1,14,14,0.416667,0.261817,324,4185,18.64
397,2/1/2012,1,1,2,0,3,1,1,14,14,0.507917,0.189067,304,4275,18.64
398,2/2/2012,1,1,2,0,4,1,2,14,14,0.672917,0.187187,190,3571,18.64
399,2/3/2012,1,1,2,0,5,1,1,14,14,0.526667,0.178496,310,3841,18.64
400,2/4/2012,1,1,2,0,6,0,2,14,14,0.779583,0.121896,384,2448,18.64
401,2/5/2012,1,1,2,0,0,0,2,14,14,0.687917,0.175996,318,2629,18.64
402,2/6/2012,1,1,2,0,1,1,1,14,14,0.622174,0.1538,206,3578,18.64
403,2/7/2012,1,1,2,0,2,1,1,14,14,0.49625,0.147379,199,4176,18.64
404,2/8/2012,1,1,2,0,3,1,2,14,14,0.722917,0.133721,109,2693,18.64
405,2/9/2012,1,1,2,0,4,1,1,14,14,0.562083,0.194037,163,3667,18.64
406,2/10/2012,1,1,2,0,5,1,2,14,14,0.54,0.116929,227,3604,18.64
407,2/11/2012,1,1,2,0,6,0,3,14,14,0.73125,0.289796,192,1977,18.64
408,2/12/2012,1,1,2,0,0,0,1,14,14,0.464583,0.409212,73,1456,18.64
409,2/13/2012,1,1,2,0,1,1,1,14,14,0.41125,0.167283,94,3328,18.64
410,2/14/2012,1,1,2,0,2,1,2,14,14,0.50875,0.141179,135,3787,18.64
411,2/15/2012,1,1,2,0,3,1,1,14,14,0.53125,0.1816,141,4028,18.64
412,2/16/2012,1,1,2,0,4,1,2,14,14,0.752917,0.091425,74,2931,18.64
413,2/17/2012,1,1,2,0,5,1,1,14,14,0.634583,0.205846,349,3805,18.64
414,2/18/2012,1,1,2,0,6,0,1,14,14,0.534583,0.190929,1435,2883,18.64
415,2/19/2012,1,1,2,0,0,0,2,14,14,0.515833,0.253112,618,2071,18.64
416,2/20/2012,1,1,2,1,1,0,1,14,14,0.507826,0.229083,502,2627,18.64
417,2/21/2012,1,1,2,0,2,1,1,14,14,0.594348,0.205717,163,3614,18.64
418,2/22/2012,1,1,2,0,3,1,1,14,14,0.567917,0.234471,394,4379,18.64
419,2/23/2012,1,1,2,0,4,1,1,14,14,0.554583,0.190913,516,4546,18.64
420,2/24/2012,1,1,2,0,5,1,2,14,14,0.7375,0.237567,246,3241,18.64
421,2/25/2012,1,1,2,0,6,0,1,14,14,0.395833,0.421642,317,2415,18.64
422,2/26/2012,1,1,2,0,0,0,1,14,14,0.41,0.205229,515,2874,18.64
423,2/27/2012,1,1,2,0,1,1,1,14,14,0.490833,0.268033,253,4069,18.64
424,2/28/2012,1,1,2,0,2,1,1,14,14,0.395833,0.193417,229,4134,18.64
425,2/29/2012,1,1,2,0,3,1,2,14,14,0.804783,0.179117,65,1769,18.64
426,3/1/2012,1,1,3,0,4,1,1,14,14,0.615417,0.226987,325,4665,18.64
427,3/2/2012,1,1,3,0,5,1,2,14,14,0.657083,0.144904,246,2948,18.64
428,3/3/2012,1,1,3,0,6,0,2,14,14,0.62125,0.161079,956,3110,18.64
429,3/4/2012,1,1,3,0,0,0,1,14,14,0.403333,0.334571,710,2713,18.64
430,3/5/2012,1,1,3,0,1,1,1,14,14,0.50625,0.228858,203,3130,18.64
431,3/6/2012,1,1,3,0,2,1,1,14,14,0.456667,0.200875,221,3735,18.64
432,3/7/2012,1,1,3,0,3,1,1,14,14,0.513333,0.345779,432,4484,18.64
433,3/8/2012,1,1,3,0,4,1,1,14,14,0.5675,0.441563,486,4896,18.64
434,3/9/2012,1,1,3,0,5,1,2,14,14,0.407083,0.4148,447,4122,18.64
435,3/10/2012,1,1,3,0,6,0,1,14,14,0.350417,0.22575,968,3150,18.64
436,3/11/2012,1,1,3,0,0,0,1,14,14,0.476957,0.222587,1658,3253,18.64
437,3/12/2012,1,1,3,0,1,1,1,14,14,0.489167,0.207713,838,4460,18.64
438,3/13/2012,1,1,3,0,2,1,1,14,14,0.6175,0.23695,762,5085,18.64
439,3/14/2012,1,1,3,0,3,1,1,14,14,0.507083,0.115062,997,5315,18.64
440,3/15/2012,1,1,3,0,4,1,1,14,14,0.579583,0.149883,1005,5187,18.64
441,3/16/2012,1,1,3,0,5,1,2,14,14,0.842083,0.113192,548,3830,18.64
442,3/17/2012,1,1,3,0,6,0,2,14,14,0.755833,0.110704,3155,4681,18.64
443,3/18/2012,1,1,3,0,0,0,2,14,14,0.81,0.126883,2207,3685,18.64
444,3/19/2012,1,1,3,0,1,1,1,14,14,0.72875,0.162317,982,5171,18.64
445,3/20/2012,1,1,3,0,2,1,1,14,14,0.807917,0.121271,1051,5042,18.64
446,3/21/2012,2,1,3,0,3,1,2,14,14,0.82125,0.0895583,1122,5108,18.64
447,3/22/2012,2,1,3,0,4,1,1,14,14,0.83125,0.117562,1334,5537,18.64
448,3/23/2012,2,1,3,0,5,1,2,14,14,0.694167,0.1163,2469,5893,18.64
449,3/24/2012,2,1,3,0,6,0,2,14,14,0.885417,0.192783,1033,2339,18.64
450,3/25/2012,2,1,3,0,0,0,2,14,14,0.880833,0.220775,1532,3464,18.64
451,3/26/2012,2,1,3,0,1,1,1,14,14,0.477917,0.386821,795,4763,18.64
452,3/27/2012,2,1,3,0,2,1,1,14,14,0.29,0.187192,531,4571,18.64
453,3/28/2012,2,1,3,0,3,1,1,14,14,0.48125,0.291671,674,5024,18.64
454,3/29/2012,2,1,3,0,4,1,1,14,14,0.439167,0.31965,834,5299,18.64
455,3/30/2012,2,1,3,0,5,1,2,14,14,0.580833,0.138067,796,4663,18.64
456,3/31/2012,2,1,3,0,6,0,2,14,14,0.738333,0.250617,2301,3934,18.64
457,4/1/2012,2,1,4,0,0,0,2,14,14,0.67625,0.172267,2347,3694,18.64
458,4/2/2012,2,1,4,0,1,1,1,14,14,0.504348,0.312139,1208,4728,18.64
459,4/3/2012,2,1,4,0,2,1,1,14,14,0.396667,0.100133,1348,5424,18.64
460,4/4/2012,2,1,4,0,3,1,1,14,14,0.469583,0.180975,1058,5378,18.64
461,4/5/2012,2,1,4,0,4,1,1,14,14,0.374167,0.219529,1192,5265,18.64
462,4/6/2012,2,1,4,0,5,1,1,14,14,0.377083,0.300388,1807,4653,18.64
463,4/7/2012,2,1,4,0,6,0,1,14,14,0.254167,0.274871,3252,3605,18.64
464,4/8/2012,2,1,4,0,0,0,1,14,14,0.275833,0.232596,2230,2939,18.64
465,4/9/2012,2,1,4,0,1,1,1,14,14,0.3175,0.358196,905,4680,18.64
466,4/10/2012,2,1,4,0,2,1,1,14,14,0.435,0.249375,819,5099,18.64
467,4/11/2012,2,1,4,0,3,1,1,14,14,0.469565,0.295274,482,4380,18.64
468,4/12/2012,2,1,4,0,4,1,1,14,14,0.46625,0.290429,663,4746,18.64
469,4/13/2012,2,1,4,0,5,1,1,14,14,0.408333,0.155471,1252,5146,18.64
470,4/14/2012,2,1,4,0,6,0,1,14,14,0.502917,0.190917,2795,4665,18.64
471,4/15/2012,2,1,4,0,0,0,1,14,14,0.507917,0.225129,2846,4286,18.64
472,4/16/2012,2,1,4,1,1,0,1,14,14,0.561667,0.284829,1198,5172,18.64
473,4/17/2012,2,1,4,0,2,1,1,14,14,0.390417,0.273629,989,5702,18.64
474,4/18/2012,2,1,4,0,3,1,2,14,14,0.569167,0.167912,347,4020,18.64
475,4/19/2012,2,1,4,0,4,1,1,14,14,0.6125,0.0659292,846,5719,18.64
476,4/20/2012,2,1,4,0,5,1,1,14,14,0.694583,0.149871,1340,5950,18.64
477,4/21/2012,2,1,4,0,6,0,1,14,14,0.682917,0.283587,2541,4083,18.64
478,4/22/2012,2,1,4,0,0,0,3,14,14,0.835417,0.344546,120,907,18.64
479,4/23/2012,2,1,4,0,1,1,2,14,14,0.766667,0.303496,195,3019,18.64
480,4/24/2012,2,1,4,0,2,1,1,14,14,0.454167,0.249383,518,5115,18.64
481,4/25/2012,2,1,4,0,3,1,1,14,14,0.427917,0.118792,655,5541,18.64
482,4/26/2012,2,1,4,0,4,1,2,14,14,0.756667,0.176625,475,4551,18.64
483,4/27/2012,2,1,4,0,5,1,1,14,14,0.400833,0.347633,1014,5219,18.64
484,4/28/2012,2,1,4,0,6,0,2,14,14,0.489583,0.129975,1120,3100,18.64
485,4/29/2012,2,1,4,0,0,0,1,14,14,0.587083,0.116908,2229,4075,18.64
486,4/30/2012,2,1,4,0,1,1,2,14,14,0.57,0.171638,665,4907,18.64
487,5/1/2012,2,1,5,0,2,1,2,14,14,0.659583,0.156096,653,5087,18.64
488,5/2/2012,2,1,5,0,3,1,1,14,14,0.797083,0.138058,667,5502,18.64
489,5/3/2012,2,1,5,0,4,1,2,14,14,0.768333,0.133696,764,5657,18.64
490,5/4/2012,2,1,5,0,5,1,1,14,14,0.735417,0.162938,1069,5227,18.64
491,5/5/2012,2,1,5,0,6,0,2,14,14,0.756667,0.152992,2496,4387,18.64
492,5/6/2012,2,1,5,0,0,0,2,14,14,0.74,0.149879,2135,4224,18.64
493,5/7/2012,2,1,5,0,1,1,2,14,14,0.664167,0.230721,1008,5265,18.64
494,5/8/2012,2,1,5,0,2,1,2,14,14,0.685833,0.296029,738,4990,18.64
495,5/9/2012,2,1,5,0,3,1,2,14,14,0.744167,0.216412,620,4097,18.64
496,5/10/2012,2,1,5,0,4,1,1,14,14,0.552083,0.314063,1026,5546,18.64
497,5/11/2012,2,1,5,0,5,1,1,14,14,0.360417,0.236937,1319,5711,18.64
498,5/12/2012,2,1,5,0,6,0,1,14,14,0.480417,0.123133,2622,4807,18.64
499,5/13/2012,2,1,5,0,0,0,1,14,14,0.57625,0.225117,2172,3946,18.64
500,5/14/2012,2,1,5,0,1,1,2,14,14,0.789583,0.212692,342,2501,18.64
501,5/15/2012,2,1,5,0,2,1,2,14,14,0.794583,0.147392,625,4490,18.64
502,5/16/2012,2,1,5,0,3,1,1,14,14,0.697917,0.122512,991,6433,18.64
503,5/17/2012,2,1,5,0,4,1,1,14,14,0.52,0.229475,1242,6142,18.64
504,5/18/2012,2,1,5,0,5,1,1,14,14,0.523333,0.136817,1521,6118,18.64
505,5/19/2012,2,1,5,0,6,0,1,14,14,0.45625,0.083975,3410,4884,18.64
506,5/20/2012,2,1,5,0,0,0,1,14,14,0.530417,0.254367,2704,4425,18.64
507,5/21/2012,2,1,5,0,1,1,2,14,14,0.81125,0.233204,630,3729,18.64
508,5/22/2012,2,1,5,0,2,1,2,14,14,0.765833,0.118167,819,5254,18.64
509,5/23/2012,2,1,5,0,3,1,2,14,14,0.774583,0.102,766,4494,18.64
510,5/24/2012,2,1,5,0,4,1,1,14,14,0.716667,0.172896,1059,5711,18.64
511,5/25/2012,2,1,5,0,5,1,1,14,14,0.747083,0.14055,1417,5317,18.64
512,5/26/2012,2,1,5,0,6,0,1,14,14,0.7325,0.198992,2855,3681,18.64
513,5/27/2012,2,1,5,0,0,0,1,14,14,0.697083,0.215171,3283,3308,18.64
514,5/28/2012,2,1,5,1,1,0,1,14,14,0.67625,0.196521,2557,3486,18.64
515,5/29/2012,2,1,5,0,2,1,1,14,14,0.684583,0.2954,880,4863,18.64
516,5/30/2012,2,1,5,0,3,1,2,14,14,0.67,0.134329,745,6110,18.64
517,5/31/2012,2,1,5,0,4,1,1,14,14,0.492917,0.195279,1100,6238,18.64
518,6/1/2012,2,1,6,0,5,1,2,14,14,0.755417,0.237563,533,3594,18.64
519,6/2/2012,2,1,6,0,6,0,1,14,14,0.549167,0.186562,2795,5325,18.64
520,6/3/2012,2,1,6,0,0,0,1,14,14,0.493333,0.184087,2494,5147,18.64
521,6/4/2012,2,1,6,0,1,1,1,14,14,0.487083,0.284833,1071,5927,18.64
522,6/5/2012,2,1,6,0,2,1,2,14,14,0.613333,0.209575,968,6033,18.64
523,6/6/2012,2,1,6,0,3,1,1,14,14,0.61125,0.077125,1027,6028,18.64
524,6/7/2012,2,1,6,0,4,1,1,14,14,0.567083,0.15735,1038,6456,18.64
525,6/8/2012,2,1,6,0,5,1,1,14,14,0.467917,0.175383,1488,6248,18.64
526,6/9/2012,2,1,6,0,6,0,1,14,14,0.437083,0.144287,2708,4790,18.64
527,6/10/2012,2,1,6,0,0,0,1,14,14,0.538333,0.133721,2224,4374,18.64
528,6/11/2012,2,1,6,0,1,1,2,14,14,0.587917,0.207713,1017,5647,18.64
529,6/12/2012,2,1,6,0,2,1,2,14,14,0.833333,0.214546,477,4495,18.64
530,6/13/2012,2,1,6,0,3,1,1,14,14,0.582083,0.343279,1173,6248,18.64
531,6/14/2012,2,1,6,0,4,1,1,14,14,0.569583,0.253733,1180,6183,18.64
532,6/15/2012,2,1,6,0,5,1,1,14,14,0.589583,0.176617,1563,6102,18.64
533,6/16/2012,2,1,6,0,6,0,1,14,14,0.504167,0.166667,2963,4739,18.64
534,6/17/2012,2,1,6,0,0,0,1,14,14,0.59875,0.144904,2634,4344,18.64
535,6/18/2012,2,1,6,0,1,1,2,14,14,0.777917,0.174746,653,4446,18.64
536,6/19/2012,2,1,6,0,2,1,1,14,14,0.69,0.148017,968,5857,18.64
537,6/20/2012,2,1,6,0,3,1,1,14,14,0.592083,0.113812,872,5339,18.64
538,6/21/2012,3,1,6,0,4,1,1,14,14,0.567917,0.118787,778,5127,18.64
539,6/22/2012,3,1,6,0,5,1,1,14,14,0.57375,0.182842,964,4859,18.64
540,6/23/2012,3,1,6,0,6,0,1,14,14,0.534583,0.179721,2657,4801,18.64
541,6/24/2012,3,1,6,0,0,0,1,14,14,0.479167,0.145525,2551,4340,18.64
542,6/25/2012,3,1,6,0,1,1,1,14,14,0.504167,0.300383,1139,5640,18.64
543,6/26/2012,3,1,6,0,2,1,1,14,14,0.373333,0.347642,1077,6365,18.64
544,6/27/2012,3,1,6,0,3,1,1,14,14,0.36,0.271775,1077,6258,18.64
545,6/28/2012,3,1,6,0,4,1,1,14,14,0.4225,0.17165,921,5958,18.64
546,6/29/2012,3,1,6,0,5,1,1,14,14,0.48875,0.165417,829,4634,18.64
547,6/30/2012,3,1,6,0,6,0,1,14,14,0.60125,0.161071,1455,4232,18.64
548,7/1/2012,3,1,7,0,0,0,1,14,14,0.51875,0.168529,1421,4110,18.64
549,7/2/2012,3,1,7,0,1,1,1,14,14,0.447083,0.195267,904,5323,18.64
550,7/3/2012,3,1,7,0,2,1,1,14,14,0.492083,0.126237,1052,5608,18.64
551,7/4/2012,3,1,7,1,3,0,1,14,14,0.53875,0.13495,2562,4841,18.64
552,7/5/2012,3,1,7,0,4,1,1,14,14,0.457917,0.194029,1405,4836,18.64
553,7/6/2012,3,1,7,0,5,1,1,14,14,0.450833,0.146142,1366,4841,18.64
554,7/7/2012,3,1,7,0,6,0,1,14,14,0.492083,0.163554,1448,3392,18.64
555,7/8/2012,3,1,7,0,0,0,1,14,14,0.57375,0.125629,1203,3469,18.64
556,7/9/2012,3,1,7,0,1,1,2,14,14,0.683333,0.180975,998,5571,18.64
557,7/10/2012,3,1,7,0,2,1,2,14,14,0.6675,0.151737,954,5336,18.64
558,7/11/2012,3,1,7,0,3,1,1,14,14,0.633333,0.151733,975,6289,18.64
559,7/12/2012,3,1,7,0,4,1,1,14,14,0.529583,0.146775,1032,6414,18.64
560,7/13/2012,3,1,7,0,5,1,2,14,14,0.485833,0.08085,1511,5988,18.64
561,7/14/2012,3,1,7,0,6,0,2,14,14,0.699167,0.143679,2355,4614,18.64
562,7/15/2012,3,1,7,0,0,0,1,14,14,0.717917,0.166667,1920,4111,18.64
563,7/16/2012,3,1,7,0,1,1,1,14,14,0.645,0.164187,1088,5742,18.64
564,7/17/2012,3,1,7,0,2,1,1,14,14,0.505833,0.114429,921,5865,18.64
565,7/18/2012,3,1,7,0,3,1,1,14,14,0.577083,0.137442,799,4914,18.64
566,7/19/2012,3,1,7,0,4,1,1,14,14,0.600417,0.165429,888,5703,18.64
567,7/20/2012,3,1,7,0,5,1,2,14,14,0.844167,0.208967,747,5123,18.64
568,7/21/2012,3,1,7,0,6,0,3,14,14,0.865417,0.2133,1264,3195,18.64
569,7/22/2012,3,1,7,0,0,0,2,14,14,0.7625,0.0939208,2544,4866,18.64
570,7/23/2012,3,1,7,0,1,1,1,14,14,0.694167,0.138683,1135,5831,18.64
571,7/24/2012,3,1,7,0,2,1,1,14,14,0.655,0.211454,1140,6452,18.64
572,7/25/2012,3,1,7,0,3,1,1,14,14,0.45,0.1648,1383,6790,18.64
573,7/26/2012,3,1,7,0,4,1,1,14,14,0.596667,0.284813,1036,5825,18.64
574,7/27/2012,3,1,7,0,5,1,1,14,14,0.594583,0.152992,1259,5645,18.64
575,7/28/2012,3,1,7,0,6,0,1,14,14,0.613333,0.15735,2234,4451,18.64
576,7/29/2012,3,1,7,0,0,0,1,14,14,0.62375,0.170396,2153,4444,18.64
577,7/30/2012,3,1,7,0,1,1,1,14,14,0.66875,0.153617,1040,6065,18.64
578,7/31/2012,3,1,7,0,2,1,1,14,14,0.704167,0.165425,968,6248,18.64
579,8/1/2012,3,1,8,0,3,1,1,14,14,0.6775,0.141179,1074,6506,18.64
580,8/2/2012,3,1,8,0,4,1,1,14,14,0.659583,0.129354,983,6278,18.64
581,8/3/2012,3,1,8,0,5,1,2,14,14,0.6425,0.215792,1328,5847,18.64
582,8/4/2012,3,1,8,0,6,0,1,14,14,0.613333,0.257458,2345,4479,18.64
583,8/5/2012,3,1,8,0,0,0,1,14,14,0.6525,0.290421,1707,3757,18.64
584,8/6/2012,3,1,8,0,1,1,2,14,14,0.654167,0.129354,1233,5780,18.64
585,8/7/2012,3,1,8,0,2,1,2,14,14,0.70375,0.116908,1278,5995,18.64
586,8/8/2012,3,1,8,0,3,1,2,14,14,0.672917,0.1107,1263,6271,18.64
587,8/9/2012,3,1,8,0,4,1,1,14,14,0.620417,0.1561,1196,6090,18.64
588,8/10/2012,3,1,8,0,5,1,2,14,14,0.715833,0.238813,1065,4721,18.64
589,8/11/2012,3,1,8,0,6,0,2,14,14,0.732917,0.206479,2247,4052,18.64
590,8/12/2012,3,1,8,0,0,0,1,14,14,0.530417,0.122512,2182,4362,18.64
591,8/13/2012,3,1,8,0,1,1,1,14,14,0.545417,0.136212,1207,5676,18.64
592,8/14/2012,3,1,8,0,2,1,1,14,14,0.686667,0.169158,1128,5656,18.64
593,8/15/2012,3,1,8,0,3,1,1,14,14,0.619583,0.169771,1198,6149,18.64
594,8/16/2012,3,1,8,0,4,1,1,14,14,0.519167,0.141796,1338,6267,18.64
595,8/17/2012,3,1,8,0,5,1,1,14,14,0.570833,0.231354,1483,5665,18.64
596,8/18/2012,3,1,8,0,6,0,1,14,14,0.603333,0.177867,2827,5038,18.64
597,8/19/2012,3,1,8,0,0,0,2,14,14,0.711667,0.08645,1208,3341,18.64
598,8/20/2012,3,1,8,0,1,1,2,14,14,0.734167,0.129979,1026,5504,18.64
599,8/21/2012,3,1,8,0,2,1,1,14,14,0.67375,0.0727708,1081,5925,18.64
600,8/22/2012,3,1,8,0,3,1,1,14,14,0.677083,0.0702833,1094,6281,18.64
601,8/23/2012,3,1,8,0,4,1,1,14,14,0.635833,0.0845958,1363,6402,18.64
